"site","Date_time","degf_avg","degf_lo","degf_hi","rh_avg"
"usda","2019-08-06 19:00:00",87.85,84.7,91.6,45.1
"usda","2019-08-06 20:00:00",83.07,81.1,84.4,51.63
"usda","2019-08-06 21:00:00",80.01,79.2,80.8,57.93
"usda","2019-08-06 22:00:00",78.24,77.2,79.5,62.93
"usda","2019-08-06 23:00:00",76.27,75.7,77.2,67.7
"usda","2019-08-07 00:00:00",76.08,75.4,76.8,63.72
"usda","2019-08-07 01:00:00",75.7,74.8,76.5,62.13
"usda","2019-08-07 02:00:00",75.01,73.4,75.9,58.8
"usda","2019-08-07 03:00:00",71.32,70,73.8,71.28
"usda","2019-08-07 04:00:00",69.48,68.2,70.7,75.74
"usda","2019-08-07 05:00:00",67.91,67.5,68.7,80.26
"usda","2019-08-07 06:00:00",69.27,68.2,70.5,77.87
"usda","2019-08-07 07:00:00",73.72,72,75.7,67.74
"usda","2019-08-07 08:00:00",77.43,76.5,78.6,63.02
"usda","2019-08-07 09:00:00",81.18,79.9,82.9,55.99
"usda","2019-08-07 10:00:00",85.81,84,87.6,48.03
"usda","2019-08-07 11:00:00",89.84,88.5,91.2,43.12
"usda","2019-08-07 12:00:00",93.91,92.1,95.7,34.82
"usda","2019-08-07 13:00:00",97.72,96.6,98.8,28.69
"usda","2019-08-07 14:00:00",100.29,99.3,101.1,25.63
"usda","2019-08-07 15:00:00",101.57,100,102.2,23.8
"usda","2019-08-07 16:00:00",101.21,100.2,102.2,25.1
"usda","2019-08-07 17:00:00",98.91,96.4,100.8,28.86
"usda","2019-08-07 18:00:00",94.28,91.6,96.6,32.05
"usda","2019-08-07 19:00:00",88.69,86.7,91.6,34.56
"usda","2019-08-07 20:00:00",85.59,84.7,87.1,35.38
"usda","2019-08-07 21:00:00",82.16,79.9,84.2,40.28
"usda","2019-08-07 22:00:00",78.76,77.9,79.5,48.08
"usda","2019-08-07 23:00:00",77.47,76.3,78.8,41.58
"usda","2019-08-08 00:00:00",73.61,72.3,75.7,46.15
"usda","2019-08-08 01:00:00",71.63,70.7,73,46.5
"usda","2019-08-08 02:00:00",70.41,69.8,71.4,47.98
"usda","2019-08-08 03:00:00",68.01,66,70,53.83
"usda","2019-08-08 04:00:00",64.29,63,66.2,67.8
"usda","2019-08-08 05:00:00",62.71,62.2,63.5,73.65
"usda","2019-08-08 06:00:00",64.77,63.1,67.1,67.43
"usda","2019-08-08 07:00:00",69.05,67.8,70.3,56.63
"usda","2019-08-08 08:00:00",73.03,71.4,74.7,48.23
"usda","2019-08-08 09:00:00",77.19,75.6,79.2,41.46
"usda","2019-08-08 10:00:00",81.08,79.3,83.1,37.34
"usda","2019-08-08 11:00:00",84.63,82.9,86,33.93
"usda","2019-08-08 12:00:00",88.68,87.1,90.1,27.28
"usda","2019-08-08 13:00:00",92.11,90.7,93.9,23.04
"usda","2019-08-08 14:00:00",94.87,93.7,95.9,20.72
"usda","2019-08-08 15:00:00",96.44,95.7,97,19.03
"usda","2019-08-08 16:00:00",96.58,95.2,98.2,19.78
"usda","2019-08-08 17:00:00",94.37,93.4,96.1,22.48
"usda","2019-08-08 18:00:00",90.88,87.6,93.6,24.23
"usda","2019-08-08 19:00:00",84.63,82.4,87.3,29.08
"usda","2019-08-08 20:00:00",80.45,78.1,82.8,37.87
"usda","2019-08-08 21:00:00",76.97,75.4,78.8,48.26
"usda","2019-08-08 22:00:00",74.29,73,75.6,49.34
"usda","2019-08-08 23:00:00",71.41,70,72.9,48.78
"usda","2019-08-09 00:00:00",68.54,67.5,69.8,52.74
"usda","2019-08-09 01:00:00",66.78,65.8,68,55.54
"usda","2019-08-09 02:00:00",65.42,64.4,66.6,58.76
"usda","2019-08-09 03:00:00",63.12,61.9,64.9,65.28
"usda","2019-08-09 04:00:00",60.42,59.2,62.2,75.45
"usda","2019-08-09 05:00:00",59.38,58.8,60.1,79.08
"usda","2019-08-09 06:00:00",60.25,59,62.4,77.95
"usda","2019-08-09 07:00:00",64.95,63.5,66.4,65.27
"usda","2019-08-09 08:00:00",68.52,67.3,70,57.84
"usda","2019-08-09 09:00:00",72.47,70.9,73.9,52.95
"usda","2019-08-09 10:00:00",76.74,74.8,78.4,47.77
"usda","2019-08-09 11:00:00",81.15,79.5,83.1,39.62
"usda","2019-08-09 12:00:00",85.38,84.2,86.9,32.25
"usda","2019-08-09 13:00:00",88.72,87.8,90,26.43
"usda","2019-08-09 14:00:00",91.16,90.3,92.1,25.09
"usda","2019-08-09 15:00:00",92.76,92.1,93.2,24.4
"usda","2019-08-09 16:00:00",92.63,91.8,93.7,25.23
"usda","2019-08-09 17:00:00",91.35,90,92.7,23.73
"usda","2019-08-09 18:00:00",88.15,85.1,90.3,26.22
"usda","2019-08-09 19:00:00",82.06,80.1,85.1,31.44
"usda","2019-08-09 20:00:00",79.05,76.8,80.8,35.34
"usda","2019-08-09 21:00:00",74.46,72,76.8,45.24
"usda","2019-08-09 22:00:00",71.31,70.3,72.5,53.15
"usda","2019-08-09 23:00:00",72.55,71.6,73.2,53.28
"usda","2019-08-10 00:00:00",68.36,66.2,71.2,64.18
"usda","2019-08-10 01:00:00",65.07,63.5,66.2,74.33
"usda","2019-08-10 02:00:00",63.45,62.6,64.2,80.71
"usda","2019-08-10 03:00:00",62.46,61.9,63.3,83.26
"usda","2019-08-10 04:00:00",61.31,60.4,62.6,85.7
"usda","2019-08-10 05:00:00",60.11,59.5,61,88.45
"usda","2019-08-10 06:00:00",60.67,59.5,62.4,87.9
"usda","2019-08-10 07:00:00",66.4,64,68.2,77.07
"usda","2019-08-10 08:00:00",70.22,69.1,71.4,67.16
"usda","2019-08-10 09:00:00",74.11,72.3,76.1,57.53
"usda","2019-08-10 10:00:00",78.23,77.2,79.9,51.33
"usda","2019-08-10 11:00:00",82.43,81.1,84,45.38
"usda","2019-08-10 12:00:00",86.02,84.7,87.1,39.03
"usda","2019-08-10 13:00:00",88.13,87.1,89.2,36.17
"usda","2019-08-10 14:00:00",90.58,88.7,91.4,33.41
"usda","2019-08-10 15:00:00",92.07,91,93.6,30.71
"usda","2019-08-10 16:00:00",92.26,91,93.4,28.7
"usda","2019-08-10 17:00:00",90.58,89.1,92.3,29.28
"usda","2019-08-10 18:00:00",87.56,85.1,89.6,34.02
"usda","2019-08-10 19:00:00",82.42,81.1,84.9,41.59
"usda","2019-08-10 20:00:00",80.18,79.3,81.7,46.75
"usda","2019-08-10 21:00:00",78.25,76.8,79.9,52.5
"usda","2019-08-10 22:00:00",75.75,74.3,77.4,54.42
"usda","2019-08-10 23:00:00",73.67,72.5,75,55.82
"usda","2019-08-11 00:00:00",71.63,70.7,72.9,58.69
"usda","2019-08-11 01:00:00",69.82,68.7,70.9,61.21
"usda","2019-08-11 02:00:00",67.72,66.9,68.7,66.25
"usda","2019-08-11 03:00:00",65.35,63.7,67.1,71.05
"usda","2019-08-11 04:00:00",63.72,63,64.4,75.28
"usda","2019-08-11 05:00:00",61.7,60.8,63.3,81.25
"usda","2019-08-11 06:00:00",63.33,61.3,65.1,78.49
"usda","2019-08-11 07:00:00",66.91,66,67.8,71.08
"usda","2019-08-11 08:00:00",69.95,68.9,71.4,65.74
"usda","2019-08-11 09:00:00",73.22,72.1,74.8,60.05
"usda","2019-08-11 10:00:00",77.03,75.9,78.8,54.63
"usda","2019-08-11 11:00:00",80.98,79.2,82.6,46.91
"usda","2019-08-11 12:00:00",84.21,82.4,86.9,41.04
"usda","2019-08-11 13:00:00",87.84,86.9,88.9,34.68
"usda","2019-08-11 14:00:00",89.34,88.3,90.1,34.05
"usda","2019-08-11 15:00:00",91.02,90.1,91.8,31.52
"usda","2019-08-11 16:00:00",91.01,90.5,91.8,28.66
"usda","2019-08-11 17:00:00",90.19,89.2,91.8,26.98
"usda","2019-08-11 18:00:00",87.75,84.2,90,29.63
"usda","2019-08-11 19:00:00",79.63,77.2,83.5,39.38
"usda","2019-08-11 20:00:00",77.23,76.5,78.1,41.78
"usda","2019-08-11 21:00:00",73.93,71.1,77,49.68
"usda","2019-08-11 22:00:00",69.16,67.3,71.4,64.48
"usda","2019-08-11 23:00:00",67.07,66.6,68,69.9
"usda","2019-08-12 00:00:00",66.33,65.8,67.1,71.78
"usda","2019-08-12 01:00:00",65.35,64.4,66.2,75.61
"usda","2019-08-12 02:00:00",63.04,62.1,64,82.22
"usda","2019-08-12 03:00:00",61.21,60.6,62.2,87.06
"usda","2019-08-12 04:00:00",60.35,59.7,61,89.4
"usda","2019-08-12 05:00:00",59.64,59.2,60.3,91.03
"usda","2019-08-12 06:00:00",61.07,59.5,63.7,89.4
"usda","2019-08-12 07:00:00",68.13,65.1,70.7,73.58
"usda","2019-08-12 08:00:00",73.43,71.8,75.6,60.64
"usda","2019-08-12 09:00:00",78.18,76.6,80.1,52.5
"usda","2019-08-12 10:00:00",82.55,81,84.2,46.06
"usda","2019-08-12 11:00:00",85.59,84.4,86.7,40.93
"usda","2019-08-12 12:00:00",89.3,87.6,91.4,35.07
"usda","2019-08-12 13:00:00",92.6,91.2,94.1,30.09
"usda","2019-08-12 14:00:00",94.64,93.6,95.7,28.03
"usda","2019-08-12 15:00:00",96.38,95.4,97,25.19
"usda","2019-08-12 16:00:00",96.16,95.2,96.8,25.04
"usda","2019-08-12 17:00:00",94.74,93.4,95.7,26.76
"usda","2019-08-12 18:00:00",92.13,89.2,93.7,29.73
"usda","2019-08-12 19:00:00",83.13,79.9,88.3,39.78
"usda","2019-08-12 20:00:00",78.57,77.5,80.2,43.51
"usda","2019-08-12 21:00:00",76.88,75.7,78.3,46.05
"usda","2019-08-12 22:00:00",73.9,71.4,76.3,55.19
"usda","2019-08-12 23:00:00",70.08,68.2,71.8,67.34
"usda","2019-08-13 00:00:00",67.63,67.1,68.5,72.78
"usda","2019-08-13 01:00:00",66.34,65.3,67.8,78.5
"usda","2019-08-13 02:00:00",64.61,63.7,65.5,83.64
"usda","2019-08-13 03:00:00",63.09,62.6,63.9,86.93
"usda","2019-08-13 04:00:00",62.4,61.9,63.3,86.71
"usda","2019-08-13 05:00:00",61.79,61.3,62.6,89.61
"usda","2019-08-13 06:00:00",63.4,61.3,66.7,86.44
"usda","2019-08-13 07:00:00",70.3,68.4,71.8,72.42
"usda","2019-08-13 08:00:00",74.78,73,77,63.03
"usda","2019-08-13 09:00:00",80.25,78.3,82.4,51.77
"usda","2019-08-13 10:00:00",84.69,83.3,86.2,44.55
"usda","2019-08-13 11:00:00",88.52,86.9,90.3,40.16
"usda","2019-08-13 12:00:00",92.93,91,95.4,35.23
"usda","2019-08-13 13:00:00",96.18,95.2,97.2,29.31
"usda","2019-08-13 14:00:00",99.22,98.4,99.9,26.65
"usda","2019-08-13 15:00:00",100.7,99.7,101.7,24.88
"usda","2019-08-13 16:00:00",100.63,99.5,101.8,23.68
"usda","2019-08-13 17:00:00",99.99,98.6,101.1,22.6
"usda","2019-08-13 18:00:00",98.31,93.6,99.9,24.87
"usda","2019-08-13 19:00:00",86.49,83.1,92.3,37.79
"usda","2019-08-13 20:00:00",81.59,80.1,83.7,42.28
"usda","2019-08-13 21:00:00",77.43,74.1,80.4,49.49
"usda","2019-08-13 22:00:00",72.58,71.4,74.5,64.56
"usda","2019-08-13 23:00:00",70.49,69.1,72,71.13
"usda","2019-08-14 00:00:00",68.88,68.5,69.6,77.51
"usda","2019-08-14 01:00:00",67.78,66.7,69.3,76.85
"usda","2019-08-14 02:00:00",66.13,64.9,67.5,81.14
"usda","2019-08-14 03:00:00",64.47,63.9,64.9,86.28
"usda","2019-08-14 04:00:00",63.63,63.1,64.2,87.41
"usda","2019-08-14 05:00:00",63.01,62.6,63.5,88.63
"usda","2019-08-14 06:00:00",65.05,62.8,69.1,87.07
"usda","2019-08-14 07:00:00",72.01,69.6,74.1,74.32
"usda","2019-08-14 08:00:00",77.54,75.4,80.1,59.58
"usda","2019-08-14 09:00:00",83.02,81.3,84.7,47.75
"usda","2019-08-14 10:00:00",86.5,85.5,87.8,43.58
"usda","2019-08-14 11:00:00",90.32,88.5,92.7,38.3
"usda","2019-08-14 12:00:00",95.38,93.7,97.5,30.74
"usda","2019-08-14 13:00:00",99.83,98.8,100.8,27.49
"usda","2019-08-14 14:00:00",102.54,100.8,104.4,22.73
"usda","2019-08-14 15:00:00",104.75,103.5,106.2,21.53
"usda","2019-08-14 16:00:00",104.66,102.7,105.8,22.03
"usda","2019-08-14 17:00:00",102.84,102.2,103.8,19.93
"usda","2019-08-14 18:00:00",101.65,97,103.3,23.61
"usda","2019-08-14 19:00:00",89,85.8,95,36.08
"usda","2019-08-14 20:00:00",84.08,82.2,86.2,38.56
"usda","2019-08-14 21:00:00",80.25,76.8,82.8,44.43
"usda","2019-08-14 22:00:00",74.74,73,77,61.53
"usda","2019-08-14 23:00:00",72.3,71.4,73.6,69.99
"usda","2019-08-15 00:00:00",70.77,69.4,72,74.61
"usda","2019-08-15 01:00:00",69.28,68.9,70,78.5
"usda","2019-08-15 02:00:00",68.46,67.5,69.8,78.21
"usda","2019-08-15 03:00:00",67.03,66.2,68.2,82.13
"usda","2019-08-15 04:00:00",65.43,64.8,66.2,86.58
"usda","2019-08-15 05:00:00",65.21,64.8,66.2,87.78
"usda","2019-08-15 06:00:00",68.4,66.4,71.2,81.52
"usda","2019-08-15 07:00:00",72.74,71.1,75.4,73.13
"usda","2019-08-15 08:00:00",77.58,75.6,79.7,61.73
"usda","2019-08-15 09:00:00",82.74,81.1,84.4,51.26
"usda","2019-08-15 10:00:00",87,85.6,88.7,44.72
"usda","2019-08-15 11:00:00",90.72,89.8,92.1,39.81
"usda","2019-08-15 12:00:00",94.73,93,96.8,35.43
"usda","2019-08-15 13:00:00",100.28,98.2,102.6,30.09
"usda","2019-08-15 14:00:00",104.36,103.5,105.3,24.02
"usda","2019-08-15 15:00:00",106.66,106,107.2,22.07
"usda","2019-08-15 16:00:00",108.07,107.4,108.9,21.46
"usda","2019-08-15 17:00:00",108.1,106.5,109.6,20.27
"usda","2019-08-15 18:00:00",103.3,97.3,107.8,28.06
"usda","2019-08-15 19:00:00",90.18,86.2,96.4,40.97
"usda","2019-08-15 20:00:00",84.64,83.5,86.4,42.57
"usda","2019-08-15 21:00:00",80.48,78.6,84,50.23
"usda","2019-08-15 22:00:00",75.71,73.8,78.8,64.24
"usda","2019-08-15 23:00:00",73.38,72.5,74.7,70.73
"usda","2019-08-16 00:00:00",72.17,71.4,73.6,72.29
"usda","2019-08-16 01:00:00",72.12,69.8,74.7,72.48
"usda","2019-08-16 02:00:00",69.68,69.1,70.5,77.63
"usda","2019-08-16 03:00:00",68.57,67.8,69.8,80.03
"usda","2019-08-16 04:00:00",66.81,66,68.2,83.68
"usda","2019-08-16 05:00:00",65.89,65.3,66.7,86.91
"usda","2019-08-16 06:00:00",67.48,65.5,71.1,85.73
"usda","2019-08-16 07:00:00",74.35,71.4,77.5,69.37
"usda","2019-08-16 08:00:00",79.53,77.4,81.5,53.84
"usda","2019-08-16 09:00:00",84.74,82.8,86.7,43.45
"usda","2019-08-16 10:00:00",89.02,87.6,90.9,39.19
"usda","2019-08-16 11:00:00",93.62,91.9,96.1,35.12
"usda","2019-08-16 12:00:00",98.12,96.3,100.4,30.03
"usda","2019-08-16 13:00:00",103.26,101.7,104.7,24.2
"usda","2019-08-16 14:00:00",104.93,103.8,106.2,21.48
"usda","2019-08-16 15:00:00",107.47,107.1,108.1,18.59
"usda","2019-08-16 16:00:00",109.1,108,109.6,15.7
"usda","2019-08-16 17:00:00",109.32,108.7,110.7,16.48
"usda","2019-08-16 18:00:00",101.85,93.6,108.5,30.71
"usda","2019-08-16 19:00:00",87.35,85.1,92.5,53.04
"usda","2019-08-16 20:00:00",83.39,81.1,85.5,59.3
"usda","2019-08-16 21:00:00",81.07,79,82.9,52.58
"usda","2019-08-16 22:00:00",78.02,74.7,82.4,56.45
"usda","2019-08-16 23:00:00",76.94,75,79.3,49.58
"usda","2019-08-17 00:00:00",73.84,71.1,77,61.96
"usda","2019-08-17 01:00:00",69.08,67.6,71.6,77.78
"usda","2019-08-17 02:00:00",67.33,66.6,68.5,82.76
"usda","2019-08-17 03:00:00",66.13,65.7,67.1,83.82
"usda","2019-08-17 04:00:00",65.61,65.1,66.2,77.98
"usda","2019-08-17 05:00:00",66.01,65.5,66.7,63.67
"usda","2019-08-17 06:00:00",66.69,65.5,69.1,61.21
"usda","2019-08-17 07:00:00",70.95,69.6,73.2,58.04
"usda","2019-08-17 08:00:00",75.63,73.4,78.8,50.41
"usda","2019-08-17 09:00:00",80.55,78.8,82.2,45.47
"usda","2019-08-17 10:00:00",84.66,83.1,86.4,42.64
"usda","2019-08-17 11:00:00",89.11,87.6,90.7,37.1
"usda","2019-08-17 12:00:00",93.04,91.4,95,33.03
"usda","2019-08-17 13:00:00",97.08,95.7,98.2,25.48
"usda","2019-08-17 14:00:00",99.74,99,100.8,23.41
"usda","2019-08-17 15:00:00",101.34,100.2,102.7,23.8
"usda","2019-08-17 16:00:00",101.63,99.5,102.9,24.07
"usda","2019-08-17 17:00:00",100.07,99.5,100.4,25.99
"usda","2019-08-17 18:00:00",97.13,92.7,100.6,32.06
"usda","2019-08-17 19:00:00",86.53,84,91.9,44.52
"usda","2019-08-17 20:00:00",83.93,82.4,86,40.25
"usda","2019-08-17 21:00:00",80.93,78.4,83.1,38.1
"usda","2019-08-17 22:00:00",76.73,74.5,78.8,44.55
"usda","2019-08-17 23:00:00",73.05,71.1,75,52.94
"usda","2019-08-18 00:00:00",70.26,68.9,71.6,59.7
"usda","2019-08-18 01:00:00",67.47,65.5,69.4,68.31
"usda","2019-08-18 02:00:00",65.43,64.9,66.2,74.17
"usda","2019-08-18 03:00:00",64.54,63.7,65.3,76.21
"usda","2019-08-18 04:00:00",62.69,61.7,64.2,79.63
"usda","2019-08-18 05:00:00",61.49,60.6,62.4,81.67
"usda","2019-08-18 06:00:00",62.71,61,65.1,79.87
"usda","2019-08-18 07:00:00",67.85,66.2,70.2,67.44
"usda","2019-08-18 08:00:00",72.71,70.3,75.9,56.82
"usda","2019-08-18 09:00:00",77.34,75.6,79.7,51.02
"usda","2019-08-18 10:00:00",81.79,79.7,84.2,43.93
"usda","2019-08-18 11:00:00",85.92,84.2,88,36.18
"usda","2019-08-18 12:00:00",89.1,87.6,90.1,31.67
"usda","2019-08-18 13:00:00",92.3,90.9,93.4,28.5
"usda","2019-08-18 14:00:00",94.98,93.4,96.1,26.26
"usda","2019-08-18 15:00:00",96.86,95.5,97.9,24.72
"usda","2019-08-18 16:00:00",97.03,95.9,98.6,23.58
"usda","2019-08-18 17:00:00",96.93,96.1,98.4,22.19
"usda","2019-08-18 18:00:00",95.59,93,97,24.84
"usda","2019-08-18 19:00:00",82.72,79,91.2,44.99
"usda","2019-08-18 20:00:00",77.78,75.9,79.9,49.47
"usda","2019-08-18 21:00:00",76.51,76.1,76.8,49.38
"usda","2019-08-18 22:00:00",75.05,73,77,48.18
"usda","2019-08-18 23:00:00",71.84,71.1,73.2,52.16
"usda","2019-08-19 00:00:00",70.16,68.9,71.8,53.13
"usda","2019-08-19 01:00:00",67.56,66.6,69.4,60.16
"usda","2019-08-19 02:00:00",64.93,63.3,67.1,69
"usda","2019-08-19 03:00:00",62.71,62.2,63.9,75.97
"usda","2019-08-19 04:00:00",62.33,60.8,63.7,78.44
"usda","2019-08-19 05:00:00",60.1,59.2,61.3,84.86
"usda","2019-08-19 06:00:00",60.12,59.2,61.2,86.88
"usda","2019-08-19 07:00:00",64.22,61.9,66.9,79.3
"usda","2019-08-19 08:00:00",70.37,68.2,73.2,65.28
"usda","2019-08-19 09:00:00",75.04,73,77.7,56.6
"usda","2019-08-19 10:00:00",78.47,77.2,80.4,51.96
"usda","2019-08-19 11:00:00",82.78,80.2,85.3,47.26
"usda","2019-08-19 12:00:00",87.13,85.6,89.4,39.47
"usda","2019-08-19 13:00:00",90.39,89.2,91.9,35.83
"usda","2019-08-19 14:00:00",93.56,92.8,94.6,30.62
"usda","2019-08-19 15:00:00",95.2,94.1,96.6,26.93
"usda","2019-08-19 16:00:00",95.16,94.1,95.9,26.76
"usda","2019-08-19 17:00:00",93.94,93.4,94.8,26.63
"usda","2019-08-19 18:00:00",91.28,86,94.1,31.53
"usda","2019-08-19 19:00:00",81.41,78.8,85.3,49.41
"usda","2019-08-19 20:00:00",78.36,77.7,79.3,53.49
"usda","2019-08-19 21:00:00",76.35,73.9,79,54.94
"usda","2019-08-19 22:00:00",73.24,71.4,74.7,59.46
"usda","2019-08-19 23:00:00",70.45,68.9,72.1,65.44
"usda","2019-08-20 00:00:00",67.49,66.6,69.4,74.74
"usda","2019-08-20 01:00:00",67.3,66,68.4,77.34
"usda","2019-08-20 02:00:00",65.18,64,66.6,82.56
"usda","2019-08-20 03:00:00",63.76,63,64.8,85.7
"usda","2019-08-20 04:00:00",63.23,62.8,63.7,86.44
"usda","2019-08-20 05:00:00",62.8,61.9,63.9,86.73
"usda","2019-08-20 06:00:00",62.52,61.7,64.4,87.53
"usda","2019-08-20 07:00:00",66.41,65.7,67.5,78.06
"usda","2019-08-20 08:00:00",69.93,68.5,71.6,71.33
"usda","2019-08-20 09:00:00",74.27,73,76.5,64.15
"usda","2019-08-20 10:00:00",78.75,76.8,81.1,57.19
"usda","2019-08-20 11:00:00",82.83,81.1,85.5,49.96
"usda","2019-08-20 12:00:00",87.08,85.1,89.8,42.8
"usda","2019-08-20 13:00:00",90.63,89.8,92.5,37.19
"usda","2019-08-20 14:00:00",92.87,91.9,93.7,34.02
"usda","2019-08-20 15:00:00",94.52,93.6,95.4,32.24
"usda","2019-08-20 16:00:00",94.37,93.6,95.5,30.6
"usda","2019-08-20 17:00:00",93.01,91.8,94.1,30.31
"usda","2019-08-20 18:00:00",90.07,86.5,92.5,33.69
"usda","2019-08-20 19:00:00",83.98,82.4,86.5,41.56
"usda","2019-08-20 20:00:00",81.16,79.7,82.9,45.12
"usda","2019-08-20 21:00:00",77.6,76.1,79.9,51.31
"usda","2019-08-20 22:00:00",75.89,75,76.8,56.08
"usda","2019-08-20 23:00:00",73.26,70.7,76.1,62.4
"usda","2019-08-21 00:00:00",69.7,68.2,71.2,71.07
"usda","2019-08-21 01:00:00",67.81,67.3,68.5,74.18
"usda","2019-08-21 02:00:00",66.54,65.7,68.2,75.15
"usda","2019-08-21 03:00:00",65.56,64.6,66.6,77.35
"usda","2019-08-21 04:00:00",63.1,62.2,65.1,84.14
"usda","2019-08-21 05:00:00",62.02,61.5,63,86.89
"usda","2019-08-21 06:00:00",62.38,61.5,63.9,86.99
"usda","2019-08-21 07:00:00",66.84,65.1,68.7,77.27
"usda","2019-08-21 08:00:00",71.12,69.3,73.2,69.57
"usda","2019-08-21 09:00:00",75.73,74.1,77.4,61.14
"usda","2019-08-21 10:00:00",79.69,78.3,81.9,55.42
"usda","2019-08-21 11:00:00",83.47,82,85.3,49.73
"usda","2019-08-21 12:00:00",87.54,85.5,90.5,43.38
"usda","2019-08-21 13:00:00",91.58,90.5,92.8,36.7
"usda","2019-08-21 14:00:00",94.5,93.2,96.3,31.59
"usda","2019-08-21 15:00:00",95.07,93.4,96.3,29.88
"usda","2019-08-21 16:00:00",95.16,93.6,96.4,29.54
"usda","2019-08-21 17:00:00",94,93,95.5,30.43
"usda","2019-08-21 18:00:00",90.83,86.7,93.6,32.82
"usda","2019-08-21 19:00:00",83.02,80.6,86.5,42.39
"usda","2019-08-21 20:00:00",80.33,79.7,81.1,43.78
"usda","2019-08-21 21:00:00",75.95,73,80.1,56.13
"usda","2019-08-21 22:00:00",71.96,71.2,73.4,69.1
"usda","2019-08-21 23:00:00",70.37,69.1,71.8,75.51
"usda","2019-08-22 00:00:00",70.28,68.9,71.2,69.85
"usda","2019-08-22 01:00:00",70.06,67.8,72.1,68.95
"usda","2019-08-22 02:00:00",67.2,66.9,68.2,77.2
"usda","2019-08-22 03:00:00",67.09,65.8,68.4,75.16
"usda","2019-08-22 04:00:00",64.47,63.1,66.4,83.88
"usda","2019-08-22 05:00:00",63.42,62.8,64,85.74
"usda","2019-08-22 06:00:00",63.69,62.4,65.7,86.19
"usda","2019-08-22 07:00:00",68.93,66.9,71.4,73.98
"usda","2019-08-22 08:00:00",74.38,72.5,75.7,62.9
"usda","2019-08-22 09:00:00",78.51,76.8,80.2,56.02
"usda","2019-08-22 10:00:00",82.78,81.1,84.7,48.66
"usda","2019-08-22 11:00:00",87.45,85.8,89.8,42.35
"usda","2019-08-22 12:00:00",91.28,90,93.6,37.23
"usda","2019-08-22 13:00:00",93.66,92.5,95.7,35.94
"usda","2019-08-22 14:00:00",95.55,94.6,96.1,34.73
"usda","2019-08-22 15:00:00",96.99,95.5,97.9,32.74
"usda","2019-08-22 16:00:00",97.63,96.8,98.6,31.69
"usda","2019-08-22 17:00:00",96.53,95.4,98.2,32.41
"usda","2019-08-22 18:00:00",95.15,91.6,96.4,36.08
"usda","2019-08-22 19:00:00",85.93,82.2,91,51.99
"usda","2019-08-22 20:00:00",80.96,79.7,82.6,61.02
"usda","2019-08-22 21:00:00",78.83,77,81,67.67
"usda","2019-08-22 22:00:00",76.43,75.6,77.4,74.07
"usda","2019-08-22 23:00:00",75.04,74.1,76.1,77.08
"usda","2019-08-23 00:00:00",73.47,72.7,74.7,80.11
"usda","2019-08-23 01:00:00",71.86,70.9,73.2,84.48
"usda","2019-08-23 02:00:00",70.91,70.5,71.6,86.43
"usda","2019-08-23 03:00:00",70.22,69.3,71.6,87.02
"usda","2019-08-23 04:00:00",69.39,68.5,70.3,87.93
"usda","2019-08-23 05:00:00",68.67,68.4,69.3,89.06
"usda","2019-08-23 06:00:00",69.99,68.4,72,85.07
"usda","2019-08-23 07:00:00",74.51,73.2,76.3,75.1
"usda","2019-08-23 08:00:00",79.31,77.2,81.7,64.11
"usda","2019-08-23 09:00:00",84.37,82.9,85.8,53.38
"usda","2019-08-23 10:00:00",88.3,86.7,90.1,48.01
"usda","2019-08-23 11:00:00",93,91.6,94.6,39.25
"usda","2019-08-23 12:00:00",96.45,95.4,98.2,33.63
"usda","2019-08-23 13:00:00",98.41,97.7,100.4,30.82
"usda","2019-08-23 14:00:00",100.55,99.7,101.7,29.42
"usda","2019-08-23 15:00:00",102.13,100.9,103.5,28.4
"usda","2019-08-23 16:00:00",101.73,100.8,102.9,29.04
"usda","2019-08-23 17:00:00",100.31,99,101.5,31.14
"usda","2019-08-23 18:00:00",96.18,91.8,99,37.1
"usda","2019-08-23 19:00:00",87.91,86,91.2,47.73
"usda","2019-08-23 20:00:00",84.9,83.5,86.4,51.76
"usda","2019-08-23 21:00:00",82.62,81.5,84,54.97
"usda","2019-08-23 22:00:00",79.73,77.9,81.9,63.13
"usda","2019-08-23 23:00:00",77.43,76.3,78.4,67.19
"usda","2019-08-24 00:00:00",75.75,74.8,76.8,70.93
"usda","2019-08-24 01:00:00",74.1,72.7,76.3,74.1
"usda","2019-08-24 02:00:00",72.3,71.4,73.4,78.89
"usda","2019-08-24 03:00:00",71,70.3,72,80.74
"usda","2019-08-24 04:00:00",69.78,69.1,70.9,84.12
"usda","2019-08-24 05:00:00",69.58,68.9,70.2,77.35
"usda","2019-08-24 06:00:00",69.84,68.7,71.4,76.21
"usda","2019-08-24 07:00:00",73.67,72.5,75.2,67.93
"usda","2019-08-24 08:00:00",77.78,76.3,79.5,59.93
"usda","2019-08-24 09:00:00",81.68,80.6,83.1,56.82
"usda","2019-08-24 10:00:00",85.5,84.2,87.1,54.11
"usda","2019-08-24 11:00:00",89.73,88.2,91.4,48.2
"usda","2019-08-24 12:00:00",93.76,92.7,95,42.42
"usda","2019-08-24 13:00:00",97.6,96.1,99.5,36.62
"usda","2019-08-24 14:00:00",100,98.8,101.1,32.61
