"site","Date_time","degf_avg","degf_lo","degf_hi","rh_avg"
"UCKearney","2019-06-02 02:00:00",62.44,62.1,63,88.69
"UCKearney","2019-06-02 03:00:00",61.41,60.6,62.6,89.89
"UCKearney","2019-06-02 04:00:00",61.03,60.6,61.7,87.41
"UCKearney","2019-06-02 05:00:00",60.17,59.7,61.2,89.83
"UCKearney","2019-06-02 06:00:00",62.07,60.4,63.9,88.15
"UCKearney","2019-06-02 07:00:00",67.29,65.1,69.1,72.13
"UCKearney","2019-06-02 08:00:00",71.34,70,72.9,64.87
"UCKearney","2019-06-02 09:00:00",75.56,73.8,77.5,58.48
"UCKearney","2019-06-02 10:00:00",79.68,78.6,80.8,51.93
"UCKearney","2019-06-02 11:00:00",82.24,81.3,83.5,47.18
"UCKearney","2019-06-02 12:00:00",85.94,83.8,88.3,43.68
"UCKearney","2019-06-02 13:00:00",88.37,87.8,89.1,39.9
"UCKearney","2019-06-02 14:00:00",89.12,85.8,91,38.72
"UCKearney","2019-06-02 15:00:00",89.04,86.9,90.9,39.56
"UCKearney","2019-06-02 16:00:00",88.73,87.4,90.3,37.74
"UCKearney","2019-06-02 17:00:00",86.76,85.5,87.8,42.38
"UCKearney","2019-06-02 18:00:00",87.68,85.3,90.3,40.75
"UCKearney","2019-06-02 19:00:00",78.31,74.3,84.7,59.68
"UCKearney","2019-06-02 20:00:00",72.73,71.1,74.5,72.83
"UCKearney","2019-06-02 21:00:00",69.91,68.9,71.2,80.48
"UCKearney","2019-06-02 22:00:00",68.54,67.5,69.8,83.28
"UCKearney","2019-06-02 23:00:00",66.7,66,67.8,88.99
"UCKearney","2019-06-03 00:00:00",65.93,65.1,66.7,83.98
"UCKearney","2019-06-03 01:00:00",64.68,63.7,65.7,82.77
"UCKearney","2019-06-03 02:00:00",62.94,62.2,64.2,91.08
"UCKearney","2019-06-03 03:00:00",61.92,61.3,62.8,94.54
"UCKearney","2019-06-03 04:00:00",61.13,60.6,61.7,95.82
"UCKearney","2019-06-03 05:00:00",61.84,60.8,63,94.29
"UCKearney","2019-06-03 06:00:00",63.89,62.6,66.2,91.44
"UCKearney","2019-06-03 07:00:00",68.03,66.2,69.6,78.89
"UCKearney","2019-06-03 08:00:00",71.98,70.5,73.9,68.13
"UCKearney","2019-06-03 09:00:00",76.45,74.8,78.1,60.98
"UCKearney","2019-06-03 10:00:00",80,78.8,81,56.65
"UCKearney","2019-06-03 11:00:00",82.7,81.3,83.8,50.59
"UCKearney","2019-06-03 12:00:00",86.02,84.9,87.3,44.32
"UCKearney","2019-06-03 13:00:00",89.68,88.5,90.9,40.51
"UCKearney","2019-06-03 14:00:00",91.37,90.1,92.7,35.33
"UCKearney","2019-06-03 15:00:00",93.29,92.1,94.6,33.86
"UCKearney","2019-06-03 16:00:00",93.53,90.9,94.5,33.85
"UCKearney","2019-06-03 17:00:00",87.84,85.8,90,43.57
"UCKearney","2019-06-03 18:00:00",86.73,83.8,89.6,43.98
"UCKearney","2019-06-03 19:00:00",82.92,81.1,84,48.04
"UCKearney","2019-06-03 20:00:00",75.92,73.2,80.8,66.12
"UCKearney","2019-06-03 21:00:00",73.26,72.7,73.9,72.83
"UCKearney","2019-06-03 22:00:00",72.83,71.8,73.9,73.5
"UCKearney","2019-06-03 23:00:00",70.53,69.3,72.1,80.61
"UCKearney","2019-06-04 00:00:00",70,69.1,71.2,81.49
"UCKearney","2019-06-04 01:00:00",68.28,67.3,70.2,86.83
"UCKearney","2019-06-04 02:00:00",66.85,65.8,68,90.33
"UCKearney","2019-06-04 03:00:00",65.88,65.3,66.4,93.39
"UCKearney","2019-06-04 04:00:00",65.28,64.9,65.8,93.3
"UCKearney","2019-06-04 05:00:00",65.04,64.4,65.8,92.33
"UCKearney","2019-06-04 06:00:00",67.32,65.8,69.8,87.75
"UCKearney","2019-06-04 07:00:00",72.5,70.3,75.2,74.82
"UCKearney","2019-06-04 08:00:00",76.83,75.2,78.6,64.93
"UCKearney","2019-06-04 09:00:00",81.18,79.7,82.9,59.68
"UCKearney","2019-06-04 10:00:00",84.93,83.7,86,53.46
"UCKearney","2019-06-04 11:00:00",88.05,86.7,90,47.83
"UCKearney","2019-06-04 12:00:00",91.83,90.5,93,43.09
"UCKearney","2019-06-04 13:00:00",93.93,93.2,94.8,38.82
"UCKearney","2019-06-04 14:00:00",96.04,94.8,97,37.03
"UCKearney","2019-06-04 15:00:00",96.7,95.9,97.3,37.73
"UCKearney","2019-06-04 16:00:00",97.29,96.4,98.1,34.58
"UCKearney","2019-06-04 17:00:00",95.93,94.6,97.2,35.79
"UCKearney","2019-06-04 18:00:00",93.33,91.2,95.4,40.61
"UCKearney","2019-06-04 19:00:00",87.74,84.7,91.4,48.06
"UCKearney","2019-06-04 20:00:00",83.48,82.2,85.1,54.11
"UCKearney","2019-06-04 21:00:00",80.14,78.3,82.6,61.97
"UCKearney","2019-06-04 22:00:00",77.55,74.3,79.7,68.57
"UCKearney","2019-06-04 23:00:00",73.39,72.5,74.5,81.55
"UCKearney","2019-06-05 00:00:00",72.62,72.1,73,83.75
"UCKearney","2019-06-05 01:00:00",72.48,71.1,73.4,83.74
"UCKearney","2019-06-05 02:00:00",70.45,69.6,71.6,89.84
"UCKearney","2019-06-05 03:00:00",69.47,69.1,70.2,91.97
"UCKearney","2019-06-05 04:00:00",68.45,67.8,69.6,93.33
"UCKearney","2019-06-05 05:00:00",68.24,67.8,69.3,94.43
"UCKearney","2019-06-05 06:00:00",71.08,69.3,73.4,89.26
"UCKearney","2019-06-05 07:00:00",75.03,73.4,77.2,80.24
"UCKearney","2019-06-05 08:00:00",79.38,77.5,81.7,70.61
"UCKearney","2019-06-05 09:00:00",83.08,82,84.4,63.45
"UCKearney","2019-06-05 10:00:00",86.62,85.1,88.7,57.19
"UCKearney","2019-06-05 11:00:00",90.23,88.9,91.8,50.08
"UCKearney","2019-06-05 12:00:00",94.7,92.7,97,44.59
"UCKearney","2019-06-05 13:00:00",98.49,97.2,99.9,37.68
"UCKearney","2019-06-05 14:00:00",100.45,99.5,101.5,35.92
"UCKearney","2019-06-05 15:00:00",101.26,100.8,101.8,33.61
"UCKearney","2019-06-05 16:00:00",101.68,101.1,102.9,25.98
"UCKearney","2019-06-05 17:00:00",96.73,90.1,100.8,32.33
"UCKearney","2019-06-05 18:00:00",91.05,89.2,92.3,41.59
"UCKearney","2019-06-05 19:00:00",88.86,86.9,90,46.72
"UCKearney","2019-06-05 20:00:00",86.73,85.5,87.6,45.54
"UCKearney","2019-06-05 21:00:00",78.97,75.6,86.5,61.57
"UCKearney","2019-06-05 22:00:00",77.97,75,81.5,63.9
"UCKearney","2019-06-05 23:00:00",79.86,79,81.7,58.16
"UCKearney","2019-06-06 00:00:00",78.38,77,80.1,57.33
"UCKearney","2019-06-06 01:00:00",74.97,72.9,77.2,65.15
"UCKearney","2019-06-06 02:00:00",73.35,72.5,74.5,64.54
"UCKearney","2019-06-06 03:00:00",74.16,72.9,75.4,57.51
"UCKearney","2019-06-06 04:00:00",71.65,69.8,73.6,63.58
"UCKearney","2019-06-06 05:00:00",71.13,70.5,72.1,63.48
"UCKearney","2019-06-06 06:00:00",72.82,72,74.1,58.36
"UCKearney","2019-06-06 07:00:00",74.86,74.3,76.5,52.43
"UCKearney","2019-06-06 08:00:00",77.78,76.6,79.5,41.83
"UCKearney","2019-06-06 09:00:00",80.49,79.3,82.2,35.46
"UCKearney","2019-06-06 10:00:00",81.5,80.8,82.8,36.43
"UCKearney","2019-06-06 11:00:00",84.49,83.7,86,36.83
"UCKearney","2019-06-06 12:00:00",87.11,85.3,88.5,33.38
"UCKearney","2019-06-06 13:00:00",89.97,87.6,91.6,29.6
"UCKearney","2019-06-06 14:00:00",92.29,91.4,93.2,23.74
"UCKearney","2019-06-06 15:00:00",93.05,92.1,93.7,22.81
"UCKearney","2019-06-06 16:00:00",92.06,91.2,92.7,23.33
"UCKearney","2019-06-06 17:00:00",90.41,88.9,91.8,24.29
"UCKearney","2019-06-06 18:00:00",87.55,85.5,89.2,27.91
"UCKearney","2019-06-06 19:00:00",82.5,79.9,85.8,32.4
"UCKearney","2019-06-06 20:00:00",78.08,76.1,80.1,35.73
"UCKearney","2019-06-06 21:00:00",74.23,72.5,76.3,35.13
"UCKearney","2019-06-06 22:00:00",71.49,70.2,73,31.53
"UCKearney","2019-06-06 23:00:00",68.5,66.2,70.7,32.33
"UCKearney","2019-06-07 00:00:00",65.5,64.2,67.1,38.55
"UCKearney","2019-06-07 01:00:00",63.72,63,64.9,42.19
"UCKearney","2019-06-07 02:00:00",60.69,58.8,62.8,51.4
"UCKearney","2019-06-07 03:00:00",56.84,55.4,59,66.26
"UCKearney","2019-06-07 04:00:00",54.69,53.8,55.9,75.33
"UCKearney","2019-06-07 05:00:00",54.2,53.8,54.7,77.28
"UCKearney","2019-06-07 06:00:00",57.05,54.9,60.3,68.43
"UCKearney","2019-06-07 07:00:00",61.83,60.4,64.2,54.01
"UCKearney","2019-06-07 08:00:00",66.44,64.6,67.8,42.56
"UCKearney","2019-06-07 09:00:00",69.28,68.2,70.3,39.18
"UCKearney","2019-06-07 10:00:00",70.53,69.8,71.2,38.8
"UCKearney","2019-06-07 11:00:00",71.83,70.3,73,38.76
"UCKearney","2019-06-07 12:00:00",72.51,70.5,75.6,38.08
"UCKearney","2019-06-07 13:00:00",77.84,75.2,80.2,31.33
"UCKearney","2019-06-07 14:00:00",81.33,80.2,82.9,27.72
"UCKearney","2019-06-07 15:00:00",82.83,82.4,84,24.64
"UCKearney","2019-06-07 16:00:00",83.15,82.2,84.2,22.39
"UCKearney","2019-06-07 17:00:00",81.49,79.9,83.1,22.78
"UCKearney","2019-06-07 18:00:00",79.52,78.1,80.4,25.45
"UCKearney","2019-06-07 19:00:00",75.44,72.7,78.3,28.83
"UCKearney","2019-06-07 20:00:00",71.87,70.2,73.2,28.84
"UCKearney","2019-06-07 21:00:00",69.02,67.5,70.7,32.33
"UCKearney","2019-06-07 22:00:00",65.98,64,67.6,36.18
"UCKearney","2019-06-07 23:00:00",62.93,60.6,64.8,40.13
"UCKearney","2019-06-08 00:00:00",59.04,57.2,61,50.73
"UCKearney","2019-06-08 01:00:00",54.61,53.1,57,66.73
"UCKearney","2019-06-08 02:00:00",52.52,51.3,53.6,74.57
"UCKearney","2019-06-08 03:00:00",50.81,50.2,51.8,81.34
"UCKearney","2019-06-08 04:00:00",49.76,49.1,50.7,86.89
"UCKearney","2019-06-08 05:00:00",49.53,48.9,50.2,89.8
"UCKearney","2019-06-08 06:00:00",52.74,51.1,55.9,81.29
"UCKearney","2019-06-08 07:00:00",59.63,57.6,62.1,59.93
"UCKearney","2019-06-08 08:00:00",63.75,62.2,66,55.08
"UCKearney","2019-06-08 09:00:00",67.65,66.4,69.8,45.97
"UCKearney","2019-06-08 10:00:00",71.51,70,73.4,42.13
"UCKearney","2019-06-08 11:00:00",74.83,73,77.4,38.63
"UCKearney","2019-06-08 12:00:00",79.66,77.5,81.1,33.69
"UCKearney","2019-06-08 13:00:00",83.62,81.1,85.3,28.88
"UCKearney","2019-06-08 14:00:00",86.4,85.1,87.6,25.85
"UCKearney","2019-06-08 15:00:00",88.11,86.5,88.7,26.42
"UCKearney","2019-06-08 16:00:00",88.83,87.6,90.5,26.87
"UCKearney","2019-06-08 17:00:00",86.88,85.3,89.4,26.58
"UCKearney","2019-06-08 18:00:00",85.57,84.6,86.4,28.07
"UCKearney","2019-06-08 19:00:00",80.67,77.9,84.6,34.43
"UCKearney","2019-06-08 20:00:00",74.9,73.4,78.4,42.06
"UCKearney","2019-06-08 21:00:00",71.97,70.3,73.8,44.85
"UCKearney","2019-06-08 22:00:00",67.93,63.9,70.9,56.57
"UCKearney","2019-06-08 23:00:00",62.18,60.8,64.2,77.73
"UCKearney","2019-06-09 00:00:00",60.53,59.4,61.5,82.44
"UCKearney","2019-06-09 01:00:00",59.27,58.5,60.3,86.76
"UCKearney","2019-06-09 02:00:00",58.28,57.4,59,88.46
"UCKearney","2019-06-09 03:00:00",57.22,56.8,58.1,91.88
"UCKearney","2019-06-09 04:00:00",56.87,56.1,57.6,91.62
"UCKearney","2019-06-09 05:00:00",56.22,55.8,56.8,93.62
"UCKearney","2019-06-09 06:00:00",59.7,57.6,63.1,87.33
"UCKearney","2019-06-09 07:00:00",66.38,64.4,68.5,71.14
"UCKearney","2019-06-09 08:00:00",72.09,69.6,74.7,58.83
"UCKearney","2019-06-09 09:00:00",76.87,74.8,79.3,48.26
"UCKearney","2019-06-09 10:00:00",80.89,79.3,82.8,42.12
"UCKearney","2019-06-09 11:00:00",85.18,83.5,87.6,35.47
"UCKearney","2019-06-09 12:00:00",89.29,88.2,91.4,31.08
"UCKearney","2019-06-09 13:00:00",91.95,90.7,92.8,28.44
"UCKearney","2019-06-09 14:00:00",94.18,93.4,95.5,26.91
"UCKearney","2019-06-09 15:00:00",95.26,94.3,96.6,25.74
"UCKearney","2019-06-09 16:00:00",97.21,96.4,98.1,24.53
"UCKearney","2019-06-09 17:00:00",95.41,94.6,96.6,24.19
"UCKearney","2019-06-09 18:00:00",91.13,82.9,95.2,29.79
"UCKearney","2019-06-09 19:00:00",81.24,78.4,83.7,45.48
"UCKearney","2019-06-09 20:00:00",76.48,75,78.4,52.41
"UCKearney","2019-06-09 21:00:00",73.08,71.6,75.4,58.12
"UCKearney","2019-06-09 22:00:00",70.53,69.6,72.1,62.53
"UCKearney","2019-06-09 23:00:00",71.66,70.2,73.2,59.18
"UCKearney","2019-06-10 00:00:00",68.23,66.9,70.5,69.77
"UCKearney","2019-06-10 01:00:00",66.83,66,68,75.28
"UCKearney","2019-06-10 02:00:00",64.58,63.1,66.6,85.49
"UCKearney","2019-06-10 03:00:00",62.98,62.2,63.7,90.27
"UCKearney","2019-06-10 04:00:00",61.88,60.8,62.8,91.31
"UCKearney","2019-06-10 05:00:00",61.14,60.6,61.7,94.25
"UCKearney","2019-06-10 06:00:00",65.52,62.6,68.9,86.49
"UCKearney","2019-06-10 07:00:00",71.58,69.8,73.9,70.15
"UCKearney","2019-06-10 08:00:00",76.27,74.8,77.5,62.48
"UCKearney","2019-06-10 09:00:00",80.57,78.6,82.4,57.74
"UCKearney","2019-06-10 10:00:00",84.18,82.9,85.3,51.03
"UCKearney","2019-06-10 11:00:00",88.1,84.4,91.9,45.33
"UCKearney","2019-06-10 12:00:00",93.55,91.6,95.5,38.71
"UCKearney","2019-06-10 13:00:00",96.68,95,99,32.97
"UCKearney","2019-06-10 14:00:00",99.3,98.2,100.2,33.73
"UCKearney","2019-06-10 15:00:00",101.41,100.4,102.2,27.26
"UCKearney","2019-06-10 16:00:00",101.91,99.3,103.6,23.05
"UCKearney","2019-06-10 17:00:00",91.11,85.8,96.6,40.21
"UCKearney","2019-06-10 18:00:00",83.45,81.3,85.5,54.99
"UCKearney","2019-06-10 19:00:00",80.89,79.3,82.8,58.39
"UCKearney","2019-06-10 20:00:00",78.07,76.5,80.2,62.25
"UCKearney","2019-06-10 21:00:00",74.85,73.4,76.8,71.32
"UCKearney","2019-06-10 22:00:00",74.25,72.9,76.3,72.14
"UCKearney","2019-06-10 23:00:00",72.75,71.1,76.8,71.47
"UCKearney","2019-06-11 00:00:00",69.98,68.5,71.4,78.98
"UCKearney","2019-06-11 01:00:00",68.26,67.8,69.1,83.64
"UCKearney","2019-06-11 02:00:00",67.66,66.6,68.7,79.26
"UCKearney","2019-06-11 03:00:00",65.84,64.6,67.1,84.62
"UCKearney","2019-06-11 04:00:00",64.12,63.7,65.1,89.49
"UCKearney","2019-06-11 05:00:00",64.33,63.9,64.9,89.64
"UCKearney","2019-06-11 06:00:00",66.68,64.9,69.8,85.65
"UCKearney","2019-06-11 07:00:00",74.04,71.1,77,65.53
"UCKearney","2019-06-11 08:00:00",77.7,76.8,79,58.9
"UCKearney","2019-06-11 09:00:00",80.63,78.8,83.7,55.43
"UCKearney","2019-06-11 10:00:00",86.56,84.9,89.1,47.78
"UCKearney","2019-06-11 11:00:00",89.68,88,91,47.17
"UCKearney","2019-06-11 12:00:00",94.4,91.4,97.2,37.33
"UCKearney","2019-06-11 13:00:00",97.11,95.5,98.4,30.69
"UCKearney","2019-06-11 14:00:00",95.58,90.3,97.7,35.96
"UCKearney","2019-06-11 15:00:00",100.51,97.7,102.7,31.85
"UCKearney","2019-06-11 16:00:00",93.97,86.9,100,37.88
"UCKearney","2019-06-11 17:00:00",89.53,88.3,91.4,45.68
"UCKearney","2019-06-11 18:00:00",85.41,82.2,90.3,51.52
"UCKearney","2019-06-11 19:00:00",81.13,79.7,82.6,64.83
"UCKearney","2019-06-11 20:00:00",77.75,75.9,80.1,71.73
"UCKearney","2019-06-11 21:00:00",75.42,74.1,76.6,77.02
"UCKearney","2019-06-11 22:00:00",74.38,72.7,75.2,77.24
"UCKearney","2019-06-11 23:00:00",72.21,71.6,73,82.54
"UCKearney","2019-06-12 00:00:00",72.09,71.6,72.7,80.95
"UCKearney","2019-06-12 01:00:00",70.83,69.6,72.1,81.58
"UCKearney","2019-06-12 02:00:00",69.18,68.5,70.2,88.25
"UCKearney","2019-06-12 03:00:00",68.39,67.6,69.3,91.25
"UCKearney","2019-06-12 04:00:00",67.88,67.5,68.4,91.4
"UCKearney","2019-06-12 05:00:00",67.83,67.5,68.5,90.93
"UCKearney","2019-06-12 06:00:00",70.12,68.4,72.3,85.01
"UCKearney","2019-06-12 07:00:00",75.05,73.4,76.8,71.97
"UCKearney","2019-06-12 08:00:00",79.7,77.9,82,61.37
"UCKearney","2019-06-12 09:00:00",84.57,83.1,86.5,53.43
"UCKearney","2019-06-12 10:00:00",89.46,87.4,91,44.94
"UCKearney","2019-06-12 11:00:00",94.07,91.8,95.9,39.59
"UCKearney","2019-06-12 12:00:00",97.54,96.4,98.4,35.75
"UCKearney","2019-06-12 13:00:00",99.26,97.5,101.7,35.31
"UCKearney","2019-06-12 14:00:00",101.36,98.1,102.9,33.76
"UCKearney","2019-06-12 15:00:00",102.38,99.1,104.9,29.26
"UCKearney","2019-06-12 16:00:00",102.05,97,107.1,30.02
"UCKearney","2019-06-12 17:00:00",97.65,95,100.4,31.56
"UCKearney","2019-06-12 18:00:00",97.06,92.8,101.8,32.95
"UCKearney","2019-06-12 19:00:00",94.76,90.5,99.1,31.52
"UCKearney","2019-06-12 20:00:00",89.89,86.9,92.3,36.38
"UCKearney","2019-06-12 21:00:00",86.79,86,87.8,37.13
"UCKearney","2019-06-12 22:00:00",82.73,76.5,86.4,46.17
"UCKearney","2019-06-12 23:00:00",74.28,72.3,76.5,66.77
"UCKearney","2019-06-13 00:00:00",71.54,70.3,72.9,75.57
"UCKearney","2019-06-13 01:00:00",69.87,68.9,70.9,82.71
"UCKearney","2019-06-13 02:00:00",68.59,68.2,69.4,86.45
"UCKearney","2019-06-13 03:00:00",67.64,66.9,68.7,88.48
"UCKearney","2019-06-13 04:00:00",66.61,65.8,67.5,88.42
"UCKearney","2019-06-13 05:00:00",65.92,65.5,66.6,88.82
"UCKearney","2019-06-13 06:00:00",68.03,66.9,69.3,75.63
"UCKearney","2019-06-13 07:00:00",71.52,70.2,73,64.58
"UCKearney","2019-06-13 08:00:00",75.29,73.8,77,58.3
"UCKearney","2019-06-13 09:00:00",79.13,77.7,80.6,53.18
"UCKearney","2019-06-13 10:00:00",82.63,81.5,83.8,51.58
"UCKearney","2019-06-13 11:00:00",85.98,84.7,87.3,47.87
"UCKearney","2019-06-13 12:00:00",89.33,87.8,91.6,43.88
"UCKearney","2019-06-13 13:00:00",92.46,91.2,93.9,35.89
"UCKearney","2019-06-13 14:00:00",94.92,94.1,96.3,33.97
"UCKearney","2019-06-13 15:00:00",96.13,94.3,97.3,40.17
"UCKearney","2019-06-13 16:00:00",96.54,94.3,98.2,42.08
"UCKearney","2019-06-13 17:00:00",95.6,94.5,96.4,32.26
"UCKearney","2019-06-13 18:00:00",94.9,93.2,96.1,25.54
"UCKearney","2019-06-13 19:00:00",90.53,88,93.6,32.23
"UCKearney","2019-06-13 20:00:00",86.54,84.7,88.5,37.67
"UCKearney","2019-06-13 21:00:00",82.67,79.5,84.9,44.31
"UCKearney","2019-06-13 22:00:00",78.42,77.9,79.7,52.2
"UCKearney","2019-06-13 23:00:00",76.75,75,78.8,49.69
"UCKearney","2019-06-14 00:00:00",73.95,72.9,75.6,52.43
"UCKearney","2019-06-14 01:00:00",70.29,67.1,73.4,64.38
"UCKearney","2019-06-14 02:00:00",65.92,64.4,67.5,78.55
"UCKearney","2019-06-14 03:00:00",65.21,64,66.7,79.02
"UCKearney","2019-06-14 04:00:00",64.61,62.6,66.2,80.43
"UCKearney","2019-06-14 05:00:00",62.41,61.7,63.1,85.81
"UCKearney","2019-06-14 06:00:00",64.4,63.3,66,82.13
"UCKearney","2019-06-14 07:00:00",69,67.1,70.3,68.96
"UCKearney","2019-06-14 08:00:00",73.08,71.2,75,63.59
"UCKearney","2019-06-14 09:00:00",77.38,75.9,79.3,53.98
"UCKearney","2019-06-14 10:00:00",81.87,80.6,83.1,39.12
"UCKearney","2019-06-14 11:00:00",85.06,84,86.4,35.99
"UCKearney","2019-06-14 12:00:00",88.69,87.1,91,32.83
"UCKearney","2019-06-14 13:00:00",91.97,91,93.4,28.6
"UCKearney","2019-06-14 14:00:00",93.65,93,94.5,25.66
"UCKearney","2019-06-14 15:00:00",94.32,93.6,95.2,24.14
"UCKearney","2019-06-14 16:00:00",94.5,93.6,95.4,24.69
"UCKearney","2019-06-14 17:00:00",92.43,91.4,93.6,28.14
"UCKearney","2019-06-14 18:00:00",91.87,88.7,93,29.05
"UCKearney","2019-06-14 19:00:00",82.87,79,87.8,43.69
"UCKearney","2019-06-14 20:00:00",76.77,73.9,81.7,54.7
"UCKearney","2019-06-14 21:00:00",77.36,76.3,78.3,53.23
"UCKearney","2019-06-14 22:00:00",72.91,71.6,76.5,65.98
"UCKearney","2019-06-14 23:00:00",72.53,70,75.9,68.13
"UCKearney","2019-06-15 00:00:00",71.5,70.7,72.5,70.4
"UCKearney","2019-06-15 01:00:00",69.29,67.8,72,75.98
"UCKearney","2019-06-15 02:00:00",68.79,67.5,70,74.64
"UCKearney","2019-06-15 03:00:00",66.19,64.6,68.2,81.09
"UCKearney","2019-06-15 04:00:00",63.98,63,64.9,86.45
"UCKearney","2019-06-15 05:00:00",63.23,62.6,63.7,87.81
"UCKearney","2019-06-15 06:00:00",65.3,63.7,67.3,83.26
"UCKearney","2019-06-15 07:00:00",69.86,68.4,72,75.44
"UCKearney","2019-06-15 08:00:00",73.87,72.9,75,68.71
"UCKearney","2019-06-15 09:00:00",76.48,75.4,77.9,62.8
"UCKearney","2019-06-15 10:00:00",80.5,78.8,82,57.39
"UCKearney","2019-06-15 11:00:00",84.29,82.9,86.2,52.11
"UCKearney","2019-06-15 12:00:00",88.73,86.9,90.1,42.72
"UCKearney","2019-06-15 13:00:00",92.32,91.2,93.7,38.58
"UCKearney","2019-06-15 14:00:00",93.93,92.1,95,34.88
"UCKearney","2019-06-15 15:00:00",93.83,92.5,95.5,32.55
"UCKearney","2019-06-15 16:00:00",94.79,93.7,95.4,32.29
"UCKearney","2019-06-15 17:00:00",93.51,92.5,94.5,31.43
"UCKearney","2019-06-15 18:00:00",91.98,90.5,93.2,30.68
"UCKearney","2019-06-15 19:00:00",85.75,82,90.1,39.93
"UCKearney","2019-06-15 20:00:00",80.23,79,82,43.72
"UCKearney","2019-06-15 21:00:00",77.55,76.5,78.4,47.27
"UCKearney","2019-06-15 22:00:00",72.88,71.2,76.5,59.43
"UCKearney","2019-06-15 23:00:00",69.63,68.7,71.1,66.74
"UCKearney","2019-06-16 00:00:00",68.38,67.6,69.3,70.17
"UCKearney","2019-06-16 01:00:00",67.38,66.2,68.4,72.53
"UCKearney","2019-06-16 02:00:00",65.52,63.7,66.7,76.49
"UCKearney","2019-06-16 03:00:00",63.69,63.1,64,79.18
"UCKearney","2019-06-16 04:00:00",62.39,61.7,63.7,81.03
"UCKearney","2019-06-16 05:00:00",61.04,60.4,61.9,83.77
"UCKearney","2019-06-16 06:00:00",62.6,61.9,63.5,78.71
"UCKearney","2019-06-16 07:00:00",65.56,64.6,66.4,70.54
"UCKearney","2019-06-16 08:00:00",68.7,67.3,70.2,66
"UCKearney","2019-06-16 09:00:00",72.42,71.2,73.6,59.65
"UCKearney","2019-06-16 10:00:00",75.63,73.9,77.4,55.74
"UCKearney","2019-06-16 11:00:00",79.69,77.9,82.2,50.41
"UCKearney","2019-06-16 12:00:00",84.34,83.1,86.4,41.89
"UCKearney","2019-06-16 13:00:00",88.79,87.6,90.3,35.19
"UCKearney","2019-06-16 14:00:00",91.17,90.3,91.8,30.63
"UCKearney","2019-06-16 15:00:00",92.5,91.9,93.2,29.19
"UCKearney","2019-06-16 16:00:00",92.88,92.5,93.6,29.1
"UCKearney","2019-06-16 17:00:00",91.51,90.7,92.7,30.9
"UCKearney","2019-06-16 18:00:00",91.19,90.3,92.5,31.67
"UCKearney","2019-06-16 19:00:00",84.25,81.1,89.2,41.31
"UCKearney","2019-06-16 20:00:00",78.73,77.5,81,52.43
"UCKearney","2019-06-16 21:00:00",77.33,75.2,78.1,57.65
"UCKearney","2019-06-16 22:00:00",72.73,71.1,75.4,71.97
"UCKearney","2019-06-16 23:00:00",70.63,69.8,71.6,77.67
"UCKearney","2019-06-17 00:00:00",69.65,68.5,70.5,82.83
"UCKearney","2019-06-17 01:00:00",67.97,67.3,68.9,87.33
"UCKearney","2019-06-17 02:00:00",67.31,66.7,68,88.33
"UCKearney","2019-06-17 03:00:00",66.5,65.1,68,88.21
"UCKearney","2019-06-17 04:00:00",64.73,64,65.7,92.47
"UCKearney","2019-06-17 05:00:00",64.34,63.9,64.8,94.58
"UCKearney","2019-06-17 06:00:00",66.64,65.3,68.2,89.52
"UCKearney","2019-06-17 07:00:00",70.69,69.1,72.5,81.71
"UCKearney","2019-06-17 08:00:00",75.13,73.4,77.2,71.49
"UCKearney","2019-06-17 09:00:00",78.73,77.7,80.2,62.28
"UCKearney","2019-06-17 10:00:00",82.65,81.1,84.4,56.23
"UCKearney","2019-06-17 11:00:00",87.07,85.5,88.5,44.96
"UCKearney","2019-06-17 12:00:00",89.86,88.7,91.2,37.93
"UCKearney","2019-06-17 13:00:00",92,91.2,93.2,35.09
"UCKearney","2019-06-17 14:00:00",94.94,93.9,96.3,33.04
"UCKearney","2019-06-17 15:00:00",95.43,92.1,97.3,33.18
"UCKearney","2019-06-17 16:00:00",92.83,92.3,94.1,32.51
"UCKearney","2019-06-17 17:00:00",92.63,92.1,93.2,31.24
"UCKearney","2019-06-17 18:00:00",91.79,90.5,92.8,35.63
"UCKearney","2019-06-17 19:00:00",88.58,86,90.5,38.81
"UCKearney","2019-06-17 20:00:00",86.08,83.8,88.3,39.21
"UCKearney","2019-06-17 21:00:00",82.55,81.5,84.4,46.36
"UCKearney","2019-06-17 22:00:00",82.67,80.8,84,44.31
"UCKearney","2019-06-17 23:00:00",80.23,79.5,81.1,47.97
"UCKearney","2019-06-18 00:00:00",76.17,73.2,79.9,59.95
"UCKearney","2019-06-18 01:00:00",71.73,69.3,75.7,72.91
"UCKearney","2019-06-18 02:00:00",68.13,67.3,69.8,83.21
"UCKearney","2019-06-18 03:00:00",67.05,66,68,85.12
"UCKearney","2019-06-18 04:00:00",66.07,65.8,66.6,88.41
"UCKearney","2019-06-18 05:00:00",66.2,65.8,66.6,87.43
"UCKearney","2019-06-18 06:00:00",68.62,66.6,70.5,82.13
"UCKearney","2019-06-18 07:00:00",72.73,71.4,74.3,71.88
"UCKearney","2019-06-18 08:00:00",76.98,75.2,78.8,64.5
"UCKearney","2019-06-18 09:00:00",81.14,79.7,82.9,58.01
